booking_id,hoarding_id,customer_id,start_date,end_date,value,industry_at_booking
B00412,H0168,C0039,2025-11-10,2026-12-14,725520,Tech
B00413,H0169,C0114,2024-09-01,2025-01-09,391824,FMCG
B00414,H0170,C0052,2024-03-19,2024-06-30,140859,Automobile
B00415,H0170,C0146,2024-07-18,2024-11-11,187812,F&B
B00416,H0171,C0125,2025-01-18,2025-04-25,114972,Healthcare
B00417,H0171,C0070,2025-06-17,2025-09-01,114972,Real Estate
B00418,H0171,C0033,2025-09-25,2026-10-26,76648,Retail
B00419,H0172,C0096,2025-01-12,2025-05-24,104904,Healthcare
B00420,H0172,C0111,2025-07-03,2025-10-05,78678,Tech
B00421,H0172,C0069,2025-10-21,2026-04-18,157356,Retail
B00422,H0172,C0017,2026-04-23,2026-07-30,78678,Real Estate
B00423,H0173,C0010,2024-04-17,2024-07-06,682569,FMCG
B00424,H0173,C0019,2024-07-27,2024-10-30,682569,Tech
B00425,H0173,C0032,2024-12-13,2026-12-22,455046,Retail
B00426,H0174,C0096,2025-04-10,2025-09-27,245154,Healthcare
B00427,H0174,C0036,2025-11-13,2026-04-09,204295,Education
B00428,H0174,C0050,2026-05-28,2026-09-23,163436,Education
B00429,H0175,C0117,2025-05-03,2025-07-29,214830,Entertainment
B00430,H0175,C0051,2025-08-04,2025-10-09,143220,Real Estate
B00431,H0176,C0007,2024-10-24,2025-04-02,213780,F&B
B00432,H0176,C0150,2025-04-07,2025-09-13,213780,Education
B00433,H0176,C0075,2025-09-23,2025-12-22,128268,FMCG
B00434,H0176,C0008,2026-01-23,2026-09-04,171024,F&B
B00435,H0177,C0018,2025-06-30,2025-12-01,819160,Retail
B00436,H0177,C0002,2025-12-27,2026-04-15,655328,Real Estate
B00437,H0177,C0038,2026-06-02,2026-07-29,327664,Tech
B00438,H0178,C0139,2025-03-20,2026-12-24,634716,Tech
B00439,H0179,C0094,2024-07-26,2024-10-21,100479,Real Estate
B00440,H0179,C0028,2024-12-10,2025-05-19,167465,Retail
B00441,H0180,C0015,2024-12-29,2025-04-29,258708,Real Estate
B00442,H0180,C0141,2025-05-10,2025-09-19,258708,Tech
B00443,H0181,C0139,2024-02-29,2024-08-11,1498995,Tech
B00444,H0181,C0098,2024-09-30,2025-01-31,1199196,Real Estate
B00445,H0181,C0075,2025-02-05,2025-05-25,1199196,FMCG
B00446,H0181,C0036,2025-06-12,2026-10-19,1199196,Education
B00447,H0182,C0051,2024-11-09,2025-02-28,248608,Real Estate
B00448,H0182,C0113,2025-04-16,2025-09-18,310760,F&B
B00449,H0182,C0134,2025-10-02,2026-08-06,248608,Healthcare
B00450,H0183,C0105,2025-01-15,2025-06-19,418525,Finance
B00451,H0183,C0097,2025-08-02,2025-10-19,251115,Healthcare
B00452,H0183,C0034,2025-10-27,2026-01-08,167410,Healthcare
B00453,H0183,C0020,2026-02-10,2026-11-12,334820,Finance
B00454,H0184,C0047,2024-10-31,2025-02-11,224391,Automobile
B00455,H0185,C0065,2024-12-06,2025-05-04,1592730,Education
B00456,H0186,C0086,2025-01-20,2025-05-13,186344,Real Estate
B00457,H0186,C0115,2025-07-01,2026-08-26,232930,Automobile
B00458,H0187,C0123,2024-11-22,2026-08-07,592690,Tech
B00459,H0188,C0117,2025-05-04,2025-10-06,1356935,Entertainment
B00460,H0188,C0004,2025-11-19,2026-02-21,814161,Tech
B00461,H0188,C0073,2026-04-12,2026-12-13,1085548,Tech
B00462,H0189,C0081,2025-03-01,2025-07-24,802470,Real Estate
B00463,H0189,C0111,2025-07-29,2026-01-11,962964,Tech
B00464,H0189,C0125,2026-02-05,2026-04-17,320988,Healthcare
B00465,H0189,C0018,2026-05-29,2026-11-19,962964,Retail
B00466,H0190,C0109,2024-09-08,2025-01-27,660930,Healthcare
B00467,H0190,C0114,2025-02-27,2025-06-24,528744,FMCG
B00468,H0190,C0086,2025-07-31,2025-10-14,396558,Real Estate
B00469,H0190,C0121,2025-12-03,2026-04-20,660930,Real Estate
B00470,H0191,C0024,2025-05-15,2025-11-09,1007316,F&B
B00471,H0191,C0138,2026-01-07,2026-07-04,1007316,FMCG
B00472,H0191,C0066,2026-07-17,2026-10-01,503658,FMCG
B00473,H0191,C0124,2026-11-06,2026-11-02,335772,F&B
B00474,H0192,C0063,2025-02-09,2025-07-23,1048875,FMCG
B00475,H0192,C0124,2025-08-21,2026-08-02,629325,F&B
B00476,H0193,C0083,2025-02-04,2026-11-14,484944,Entertainment
B00477,H0194,C0111,2024-09-19,2024-12-09,175311,Tech
B00478,H0194,C0069,2025-01-24,2025-03-28,116874,Retail
B00479,H0195,C0150,2025-01-18,2025-05-01,982857,Education
B00480,H0195,C0063,2025-06-29,2025-10-12,1310476,FMCG
B00481,H0195,C0065,2025-11-08,2026-04-12,1638095,Education
B00482,H0196,C0120,2024-09-27,2026-10-20,282555,Tech
B00483,H0197,C0046,2024-10-14,2026-07-29,420345,Tech
B00484,H0198,C0063,2025-04-14,2025-10-01,510090,FMCG
B00485,H0198,C0040,2025-11-18,2026-12-06,255045,Real Estate
B00486,H0199,C0098,2024-06-14,2024-11-27,1807428,Real Estate
B00487,H0200,C0123,2025-06-30,2025-11-06,1103452,Tech
B00488,H0201,C0123,2024-02-22,2026-09-25,158349,Tech
B00489,H0202,C0138,2024-04-02,2026-07-30,965790,FMCG
B00490,H0203,C0105,2024-11-15,2025-05-10,288786,Finance
B00491,H0203,C0147,2025-06-18,2026-11-20,240655,Finance
B00492,H0204,C0122,2025-04-20,2025-08-04,154036,Automobile
B00493,H0205,C0102,2024-06-18,2024-09-16,951852,Retail
B00494,H0205,C0041,2024-11-04,2025-02-13,951852,Tech
B00495,H0205,C0048,2025-03-12,2025-06-17,951852,Automobile
B00496,H0206,C0009,2025-06-06,2025-09-15,183354,Automobile
B00497,H0206,C0032,2025-10-03,2026-09-01,305590,Retail
B00498,H0207,C0144,2025-02-22,2025-07-15,223075,FMCG
B00499,H0207,C0080,2025-08-06,2026-02-02,267690,Retail
B00500,H0207,C0142,2026-03-17,2026-06-16,133845,Automobile
B00501,H0207,C0005,2026-07-21,2026-07-30,223075,FMCG
B00502,H0208,C0102,2024-12-14,2025-06-10,181068,Retail
B00503,H0208,C0096,2025-08-07,2026-11-08,120712,Healthcare
B00504,H0209,C0145,2024-05-20,2024-10-10,399545,Healthcare
B00505,H0209,C0001,2024-10-16,2025-01-10,239727,Healthcare
B00506,H0209,C0012,2025-01-27,2025-03-29,159818,Entertainment
B00507,H0209,C0060,2025-05-22,2025-11-14,479454,F&B
B00508,H0210,C0014,2024-05-29,2024-10-11,798405,F&B
B00509,H0210,C0095,2024-11-23,2025-04-19,798405,Automobile
B00510,H0211,C0015,2024-05-31,2024-10-08,1268208,Real Estate
B00511,H0211,C0147,2024-11-28,2025-03-20,1268208,Finance
B00512,H0211,C0011,2025-04-23,2026-09-26,634104,Automobile
B00513,H0212,C0091,2025-05-02,2025-07-31,839223,Tech
B00514,H0212,C0036,2025-09-26,2026-02-03,1118964,Education
B00515,H0212,C0134,2026-03-05,2026-05-17,559482,Healthcare
B00516,H0212,C0070,2026-07-07,2026-08-06,1398705,Real Estate
B00517,H0213,C0059,2024-11-12,2025-04-15,661330,Entertainment
B00518,H0213,C0148,2025-05-22,2025-10-09,661330,FMCG
B00519,H0213,C0136,2025-10-22,2025-12-27,264532,Real Estate
B00520,H0213,C0112,2026-01-11,2026-11-14,396798,Tech
B00521,H0214,C0078,2025-05-16,2025-10-22,708565,Real Estate
B00522,H0214,C0007,2025-12-02,2026-05-21,850278,F&B
B00523,H0214,C0111,2026-06-24,2026-09-09,425139,Tech
B00524,H0214,C0018,2026-09-29,2027-02-05,566852,Retail
B00525,H0215,C0122,2024-06-22,2024-09-23,313290,Automobile
B00526,H0215,C0149,2024-10-09,2025-01-05,313290,Real Estate
B00527,H0216,C0102,2024-06-03,2024-11-21,1355658,Retail
B00528,H0216,C0020,2024-12-09,2025-02-11,451886,Finance
B00529,H0216,C0039,2025-03-02,2025-07-23,1129715,Tech
B00530,H0216,C0127,2025-09-17,2026-10-03,903772,Finance
B00531,H0217,C0136,2024-08-17,2025-01-11,177985,Real Estate
B00532,H0217,C0007,2025-01-24,2025-04-17,106791,F&B
B00533,H0217,C0102,2025-05-04,2025-07-06,71194,Retail
B00534,H0217,C0114,2025-08-16,2026-07-31,71194,FMCG
B00535,H0218,C0117,2024-09-25,2025-03-18,808620,Entertainment
B00536,H0218,C0032,2025-04-26,2025-09-28,673850,Retail
B00537,H0218,C0044,2025-11-13,2026-11-25,539080,Real Estate
B00538,H0219,C0092,2025-03-20,2025-08-27,284655,F&B
B00539,H0220,C0104,2025-03-07,2025-07-30,101310,FMCG
B00540,H0220,C0001,2025-09-16,2026-01-28,81048,Healthcare
B00541,H0221,C0095,2025-01-28,2025-06-18,637775,Automobile
B00542,H0221,C0029,2025-07-11,2026-10-24,510220,F&B
B00543,H0222,C0119,2025-05-05,2025-09-20,214045,F&B
B00544,H0222,C0005,2025-10-15,2026-04-04,256854,FMCG
B00545,H0222,C0075,2026-05-18,2026-07-30,128427,FMCG
B00546,H0223,C0057,2024-10-09,2024-12-24,146601,Tech
B00547,H0223,C0123,2025-02-21,2025-08-16,293202,Tech
B00548,H0223,C0008,2025-09-08,2026-02-21,293202,F&B
B00549,H0223,C0073,2026-03-05,2026-12-14,293202,Tech
B00550,H0224,C0048,2024-05-04,2024-08-25,421020,Automobile
B00551,H0224,C0054,2024-09-22,2025-02-18,526275,Automobile
B00552,H0224,C0038,2025-03-31,2025-09-05,526275,Tech
B00553,H0225,C0108,2024-09-28,2025-01-08,269676,Automobile
B00554,H0226,C0045,2025-02-06,2025-05-15,364866,Retail
B00555,H0226,C0045,2025-07-02,2025-11-08,486488,Retail
B00556,H0226,C0008,2025-12-08,2026-03-09,364866,F&B
B00557,H0226,C0036,2026-05-01,2026-09-22,486488,Education
B00558,H0227,C0003,2024-11-18,2026-08-01,259809,Finance
B00559,H0228,C0013,2024-09-15,2025-01-22,243792,Entertainment
B00560,H0228,C0145,2025-01-29,2025-05-06,182844,Healthcare
B00561,H0228,C0143,2025-06-28,2026-11-23,121896,Education
B00562,H0229,C0072,2024-07-11,2024-11-08,210048,Entertainment
B00563,H0230,C0073,2024-07-12,2024-10-16,424311,Tech
B00564,H0230,C0114,2024-12-05,2025-04-10,565748,FMCG
B00565,H0230,C0109,2025-04-28,2025-08-31,565748,Healthcare
B00566,H0230,C0046,2025-10-02,2025-12-20,424311,Tech
B00567,H0231,C0136,2024-02-26,2024-05-09,43984,Real Estate
B00568,H0231,C0009,2024-06-06,2024-09-30,87968,Automobile
B00569,H0231,C0088,2024-10-09,2026-10-17,65976,Education
B00570,H0232,C0005,2024-10-28,2025-03-23,452335,FMCG
B00571,H0232,C0050,2025-05-01,2025-07-29,271401,Education
B00572,H0232,C0099,2025-08-08,2026-08-07,542802,Tech
B00573,H0233,C0116,2024-02-23,2024-08-13,1229730,Finance
B00574,H0233,C0067,2024-09-17,2026-11-17,614865,FMCG
B00575,H0234,C0063,2025-03-28,2025-07-30,80336,FMCG
B00576,H0235,C0067,2024-06-12,2024-09-19,1033767,FMCG
B00577,H0235,C0079,2024-11-12,2025-02-05,1033767,Tech
B00578,H0235,C0003,2025-03-15,2025-06-12,1033767,Finance
B00579,H0235,C0018,2025-07-04,2025-09-30,1033767,Retail
B00580,H0236,C0052,2025-05-19,2025-09-28,188284,Automobile
B00581,H0236,C0119,2025-10-12,2026-10-11,235355,F&B
B00582,H0237,C0054,2024-12-28,2025-03-03,109390,Automobile
B00583,H0237,C0124,2025-04-18,2025-09-09,273475,F&B
B00584,H0237,C0053,2025-11-02,2026-02-18,218780,Education
B00585,H0237,C0096,2026-03-18,2026-08-01,164085,Healthcare
B00586,H0238,C0041,2024-06-08,2024-08-20,692998,Tech
B00587,H0238,C0130,2024-09-13,2026-12-01,692998,Real Estate
B00588,H0239,C0109,2024-11-18,2025-04-29,504070,Healthcare
B00589,H0239,C0133,2025-06-02,2025-08-24,302442,Finance
B00590,H0240,C0021,2025-05-16,2025-10-16,381755,Education
B00591,H0240,C0082,2025-11-05,2026-03-23,381755,Education
B00592,H0240,C0030,2026-04-04,2026-08-01,305404,Tech
B00593,H0241,C0108,2024-08-24,2024-11-11,487248,Automobile
B00594,H0241,C0038,2024-11-17,2026-10-03,649664,Tech
B00595,H0242,C0133,2025-05-24,2026-08-03,293240,Finance
B00596,H0243,C0107,2025-03-10,2025-07-22,131764,F&B
B00597,H0243,C0041,2025-08-28,2026-01-19,164705,Tech
B00598,H0243,C0036,2026-02-14,2026-05-20,98823,Education
B00599,H0243,C0027,2026-07-01,2026-12-16,131764,FMCG
B00600,H0244,C0078,2025-04-15,2025-08-27,89832,Real Estate
B00601,H0244,C0055,2025-10-01,2025-12-17,67374,Education
B00602,H0245,C0011,2024-05-24,2024-10-26,352855,Automobile
B00603,H0246,C0104,2024-05-02,2024-09-18,527285,FMCG
B00604,H0246,C0068,2024-11-12,2026-08-13,421828,Tech
B00605,H0247,C0069,2024-03-27,2024-09-18,162426,Retail
B00606,H0247,C0136,2024-10-10,2026-08-01,108284,Real Estate
B00607,H0248,C0099,2024-06-22,2024-11-27,1006500,Tech
B00608,H0248,C0109,2025-01-03,2026-11-23,1006500,Healthcare
B00609,H0249,C0115,2024-06-22,2024-11-16,624920,Automobile
B00610,H0249,C0118,2024-12-31,2025-04-03,374952,Automobile
B00611,H0250,C0013,2024-06-18,2024-09-18,261957,Entertainment
B00612,H0251,C0082,2024-04-17,2024-09-21,224015,Education
B00613,H0251,C0137,2024-10-10,2025-01-24,179212,Automobile
B00614,H0251,C0008,2025-02-14,2025-06-11,179212,F&B
B00615,H0251,C0129,2025-07-16,2026-10-26,134409,Tech
B00616,H0252,C0062,2025-02-26,2026-07-31,315845,Education
B00617,H0253,C0042,2025-05-18,2025-11-04,1951290,F&B
B00618,H0253,C0003,2025-12-19,2026-02-27,650430,Finance
B00619,H0253,C0101,2026-03-20,2026-12-13,1626075,Finance
B00620,H0254,C0145,2025-05-31,2025-08-22,424758,Healthcare
B00621,H0254,C0058,2025-09-18,2026-01-15,566344,Tech
B00622,H0255,C0013,2025-06-11,2025-11-29,914718,Entertainment
B00623,H0256,C0059,2024-12-16,2026-10-09,257817,Entertainment
B00624,H0257,C0140,2024-02-26,2024-07-13,103715,Real Estate
B00625,H0257,C0146,2024-08-28,2024-12-26,82972,F&B
B00626,H0257,C0033,2025-01-30,2026-08-07,82972,Retail
B00627,H0258,C0116,2024-11-23,2025-04-07,436305,Finance
B00628,H0258,C0046,2025-05-01,2025-07-27,261783,Tech
B00629,H0258,C0072,2025-08-25,2026-01-12,436305,Entertainment
B00630,H0258,C0038,2026-02-12,2026-12-03,523566,Tech
B00631,H0259,C0062,2024-09-18,2025-03-10,688794,Education
B00632,H0259,C0011,2025-03-15,2025-06-27,344397,Automobile
B00633,H0260,C0038,2025-05-15,2025-11-08,684762,Tech
B00634,H0260,C0052,2025-12-25,2026-05-05,456508,Automobile
B00635,H0260,C0036,2026-06-15,2026-10-12,456508,Education
B00636,H0260,C0133,2026-11-14,2027-04-18,570635,Finance
B00637,H0261,C0036,2024-09-18,2024-12-18,314775,Education
B00638,H0261,C0060,2025-02-16,2025-06-03,419700,F&B
B00639,H0261,C0128,2025-06-10,2025-09-06,314775,F&B
B00640,H0261,C0116,2025-09-25,2026-08-31,314775,Finance
B00641,H0262,C0021,2024-04-23,2026-08-01,123288,Education
B00642,H0263,C0055,2024-04-22,2024-08-30,219128,Education
B00643,H0263,C0148,2024-10-12,2024-12-12,109564,FMCG
B00644,H0263,C0087,2025-02-04,2025-06-17,219128,Real Estate
B00645,H0263,C0104,2025-06-22,2026-12-03,219128,FMCG
B00646,H0264,C0014,2025-04-05,2025-06-29,495864,F&B
B00647,H0264,C0098,2025-08-24,2025-12-23,661152,Real Estate
B00648,H0264,C0054,2026-02-03,2026-07-18,991728,Automobile
B00649,H0264,C0023,2026-08-26,2026-10-25,330576,Tech
B00650,H0265,C0091,2024-04-13,2024-07-30,674836,Tech
B00651,H0265,C0138,2024-09-16,2025-03-10,1012254,FMCG
B00652,H0265,C0010,2025-05-03,2025-09-04,674836,FMCG
B00653,H0265,C0030,2025-10-04,2026-01-06,506127,Tech
B00654,H0266,C0076,2024-10-22,2026-10-09,329598,FMCG
B00655,H0267,C0148,2024-11-13,2025-02-19,396030,FMCG
B00656,H0267,C0020,2025-03-08,2026-07-29,528040,Finance
B00657,H0268,C0047,2024-06-03,2024-08-09,572858,Automobile
B00658,H0268,C0010,2024-09-14,2025-02-27,1718574,FMCG
B00659,H0268,C0023,2025-04-28,2025-07-24,859287,Tech
B00660,H0268,C0144,2025-09-09,2027-01-05,1145716,FMCG
B00661,H0269,C0033,2024-04-08,2024-08-21,1212275,Retail
B00662,H0269,C0071,2024-09-18,2025-02-08,1212275,F&B
B00663,H0270,C0067,2024-08-19,2025-01-24,232210,FMCG
B00664,H0270,C0083,2025-02-01,2025-04-06,92884,Entertainment
B00665,H0270,C0080,2025-05-31,2025-08-20,139326,Retail
B00666,H0271,C0044,2024-03-16,2024-09-09,1208658,Real Estate
B00667,H0271,C0089,2024-10-19,2025-02-24,805772,Healthcare
B00668,H0271,C0150,2025-04-06,2025-08-30,1007215,Education
B00669,H0271,C0048,2025-09-27,2026-09-11,402886,Automobile
B00670,H0272,C0094,2024-07-30,2024-12-31,1367070,Real Estate
B00671,H0272,C0100,2025-01-16,2025-05-10,1093656,Healthcare
B00672,H0272,C0124,2025-06-12,2026-08-01,546828,F&B
B00673,H0273,C0123,2025-01-09,2025-05-30,768090,Tech
B00674,H0273,C0023,2025-07-03,2025-10-15,460854,Tech
B00675,H0273,C0021,2025-11-17,2026-03-04,614472,Education
B00676,H0273,C0025,2026-03-24,2026-11-16,307236,FMCG
B00677,H0274,C0077,2024-12-23,2025-05-11,1196470,Automobile
B00678,H0274,C0010,2025-06-12,2025-12-02,1435764,FMCG
B00679,H0274,C0027,2025-12-26,2026-03-28,717882,FMCG
B00680,H0275,C0076,2024-07-08,2024-12-20,1800582,FMCG
B00681,H0275,C0005,2024-12-25,2025-04-08,900291,FMCG
B00682,H0275,C0127,2025-05-19,2025-11-04,1800582,Finance
B00683,H0275,C0092,2025-11-09,2026-01-25,900291,F&B
B00684,H0276,C0125,2025-01-07,2025-04-29,257748,Healthcare
B00685,H0276,C0009,2025-05-07,2025-08-08,193311,Automobile
B00686,H0276,C0015,2025-09-21,2026-09-24,128874,Real Estate
B00687,H0277,C0087,2024-06-03,2024-08-27,182136,Real Estate
B00688,H0277,C0077,2024-10-15,2025-03-25,303560,Automobile
B00689,H0277,C0059,2025-04-04,2025-09-18,364272,Entertainment
B00690,H0277,C0075,2025-10-28,2026-08-03,364272,FMCG
B00691,H0278,C0118,2024-06-02,2026-11-18,494702,Automobile
B00692,H0279,C0019,2024-07-06,2024-09-13,158146,Tech
B00693,H0279,C0042,2024-11-11,2025-02-08,237219,F&B
B00694,H0279,C0092,2025-03-07,2025-06-05,237219,F&B
B00695,H0279,C0149,2025-08-01,2025-10-11,158146,Real Estate
B00696,H0280,C0011,2024-07-14,2024-12-31,771528,Automobile
B00697,H0280,C0029,2025-01-11,2025-06-16,642940,F&B
B00698,H0280,C0137,2025-07-19,2025-11-04,514352,Automobile
B00699,H0281,C0101,2024-04-03,2024-09-04,316735,Finance
B00700,H0281,C0120,2024-10-16,2026-10-11,253388,Tech
B00701,H0282,C0044,2024-06-02,2024-11-02,214945,Real Estate
B00702,H0282,C0105,2024-12-13,2025-04-01,171956,Finance
B00703,H0282,C0086,2025-05-11,2025-07-12,85978,Real Estate
B00704,H0282,C0127,2025-08-01,2026-07-30,171956,Finance
B00705,H0283,C0105,2024-06-11,2026-11-15,51584,Finance
B00706,H0284,C0118,2024-11-27,2025-04-28,384525,Automobile
B00707,H0285,C0132,2024-11-21,2025-01-28,83938,FMCG
B00708,H0285,C0092,2025-03-01,2025-06-23,167876,F&B
B00709,H0285,C0063,2025-07-16,2025-09-15,83938,FMCG
B00710,H0285,C0031,2025-09-22,2026-02-22,209845,Automobile
B00711,H0286,C0128,2024-07-26,2024-09-28,390710,F&B
B00712,H0286,C0097,2024-11-16,2025-04-12,976775,Healthcare
B00713,H0286,C0103,2025-05-08,2026-08-14,781420,Entertainment
B00714,H0287,C0053,2024-05-26,2024-09-10,194624,Education
B00715,H0287,C0088,2024-10-27,2026-08-02,145968,Education
B00716,H0288,C0051,2024-08-15,2026-11-12,699100,Real Estate
B00717,H0289,C0079,2025-02-13,2025-05-27,146499,Tech
B00718,H0289,C0088,2025-06-08,2025-08-10,97666,Education
B00719,H0290,C0005,2024-09-15,2025-02-24,525295,FMCG
B00720,H0291,C0037,2025-03-17,2025-06-24,93240,F&B
B00721,H0291,C0065,2025-08-11,2025-12-06,124320,Education
B00722,H0291,C0105,2025-12-25,2026-08-27,186480,Finance
B00723,H0292,C0139,2025-03-18,2025-05-17,332640,Tech
B00724,H0292,C0136,2025-06-20,2025-11-11,831600,Real Estate
B00725,H0292,C0069,2025-12-01,2026-08-07,498960,Retail
B00726,H0293,C0103,2024-10-24,2025-02-17,1379024,Entertainment
B00727,H0293,C0114,2025-04-18,2025-09-26,1723780,FMCG
B00728,H0293,C0081,2025-10-08,2026-03-25,2068536,Real Estate
B00729,H0293,C0022,2026-05-23,2026-12-30,1723780,Healthcare
B00730,H0294,C0037,2024-05-12,2024-07-31,116736,F&B
B00731,H0294,C0093,2024-09-12,2025-01-30,194560,FMCG
B00732,H0294,C0076,2025-02-21,2025-05-30,116736,FMCG
B00733,H0295,C0117,2025-03-19,2025-09-09,1383762,Entertainment
B00734,H0295,C0056,2025-10-14,2026-02-21,922508,F&B
B00735,H0295,C0124,2026-03-25,2026-06-18,691881,F&B
B00736,H0295,C0055,2026-08-10,2026-12-09,922508,Education
B00737,H0296,C0114,2024-10-08,2024-12-24,312732,FMCG
B00738,H0296,C0087,2025-02-05,2026-09-11,521220,Real Estate
B00739,H0297,C0065,2024-07-27,2026-08-05,456248,Education
B00740,H0298,C0013,2024-08-29,2026-11-16,229614,Entertainment
B00741,H0299,C0123,2025-05-25,2025-07-29,59390,Tech
B00742,H0299,C0130,2025-08-06,2025-10-14,59390,Real Estate
B00743,H0299,C0148,2025-10-21,2026-01-26,89085,FMCG
B00744,H0300,C0003,2025-06-08,2025-09-26,196384,Finance
B00745,H0300,C0139,2025-10-31,2026-01-17,147288,Tech
